In Cart,Recommendation,Support,Confidence,Lift
appliances.environment.vacuum,appliances.kitchen.dishwasher + appliances.personal.scales + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + appliances.personal.scales + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + computers.peripherals.printer + appliances.kitchen.refrigerators,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + appliances.kitchen.refrigerators + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + appliances.personal.scales + computers.peripherals.printer,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.dishwasher + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.refrigerators + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,computers.peripherals.printer + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,electronics.audio.headphone + appliances.kitchen.hood + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.hood,0.125,1.0,8.0
appliances.environment.vacuum,computers.peripherals.printer + appliances.kitchen.refrigerators + appliances.kitchen.hood,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.refrigerators + electronics.audio.headphone + appliances.kitchen.hood,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + computers.peripherals.printer + appliances.kitchen.hood,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + electronics.audio.headphone + appliances.kitchen.hood,0.125,1.0,8.0
appliances.environment.vacuum,computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.hood,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,computers.peripherals.printer + appliances.kitchen.refrigerators + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.refrigerators + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + computers.peripherals.printer + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,computers.peripherals.printer + electronics.audio.headphone + appliances.kitchen.oven,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + appliances.kitchen.refrigerators + computers.peripherals.printer,0.125,1.0,8.0
appliances.environment.vacuum,appliances.kitchen.refrigerators + appliances.personal.scales + electronics.audio.headphone,0.125,1.0,4.0
appliances.environment.vacuum,appliances.kitchen.refrigerators + computers.peripherals.printer + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.vacuum,appliances.personal.scales + electronics.audio.headphone + computers.peripherals.printer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + appliances.kitchen.grill + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.iron + appliances.kitchen.grill,0.125,1.0,4.0
appliances.environment.water_heater,appliances.iron + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,4.0
appliances.environment.water_heater,electronics.smartphone + appliances.iron + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + appliances.kitchen.microwave + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.iron + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + appliances.kitchen.microwave + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.iron + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.iron + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + appliances.kitchen.washer + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.iron + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + computers.peripherals.mouse,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + electronics.audio.headphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.iron + electronics.smartphone,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.iron + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.iron + electronics.audio.headphone,0.125,1.0,4.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.iron + electronics.smartphone,0.125,1.0,8.0
appliances.environment.water_heater,appliances.iron + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.iron + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.iron + electronics.audio.headphone,0.125,1.0,4.0
appliances.environment.water_heater,appliances.kitchen.microwave + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.grill + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.kitchen.grill + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.washer + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.audio.headphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.kitchen.grill + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,4.0
appliances.environment.water_heater,computers.peripherals.mouse + electronics.smartphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,electronics.audio.headphone + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.kitchen.grill + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.grill,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.microwave + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + appliances.kitchen.washer + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.microwave + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.kitchen.microwave + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.microwave + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + appliances.kitchen.microwave,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.microwave + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.environment.water_heater,computers.peripherals.mouse + electronics.smartphone + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.environment.water_heater,appliances.kitchen.microwave + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.kitchen.microwave + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.microwave,0.125,1.0,4.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + appliances.kitchen.washer + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + electronics.smartphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + appliances.kitchen.washer + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.peripherals.mouse + electronics.smartphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,appliances.kitchen.washer + electronics.audio.headphone + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + appliances.kitchen.washer + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,electronics.smartphone + electronics.audio.headphone + appliances.kitchen.washer,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + country_yard.weather_station,0.125,1.0,8.0
appliances.environment.water_heater,computers.network.router + computers.peripherals.mouse + electronics.audio.headphone,0.125,1.0,8.0
